car,model,year,price,region,Mileage,Body Style,Engine,Gearbox,Hand Drive,Color,Condition,link,Engine Volume,Horsepower,Engine Cylinders,Drive train,Battery capacity in kW,Number of electric motors,Range
Volkswagen,iD.6 ,2022,32000.0,"Armenia, Yerevan",25000.0,SUV / Truck,Electric,Automatic,Left,Blue,Excellent,https://auto.am/offer/3037597,2.5,204,4,RWD,150.0,1.0,450.0
Volkswagen,ID.4 ,2022,32000.0,"Armenia, Yerevan",6700.0,SUV / Truck,Electric,Automatic,Left,White,Excellent,https://auto.am/offer/2994930,2.5,204,4,RWD,84.0,2.0,500.0
Kia,EV5 ,2024,31900.0,"Armenia, Yerevan",55.0,SUV / Truck,Electric,Automatic,Left,White,New,https://auto.am/offer/3024942,2.5,218,4,FWD,64.0,1.0,530.0
Volkswagen,ID.4 ,2022,31500.0,"Armenia, Yerevan",100.0,Wagon,Electric,Automatic,Left,White,sell.condition-values.,https://auto.am/offer/3037839,2.5,204,4,RWD,84.0,2.0,500.0
Tesla,Model Y ,2021,31000.0,"Armenia, Yerevan",35000.0,Wagon,Electric,Automatic,Left,Blue,Excellent,https://auto.am/offer/3040590,2.5,350,4,AWD 4x4,80.0,2.0,500.0
Volkswagen,iD.6 ,2022,31000.0,"Armenia, Yerevan",22000.0,Hatchback,Electric,Automatic,Left,Blue,Excellent,https://auto.am/offer/3035014,2.5,204,4,RWD,210.0,2.0,450.0
Tesla,Model 3 ,2019,31000.0,"Armenia, Lori",52000.0,Sedan,Electric,Automatic,Left,Black,Excellent,https://auto.am/offer/3030173,2.5,269,4,AWD 4x4,80.0,2.0,500.0
Tesla,Model S ,2013,31000.0,"Armenia, Yerevan",174400.0,Sedan,Electric,Automatic,Left,Black,Excellent,https://auto.am/offer/3000751,2.5,306,4,RWD,85.0,1.0,450.0
Tesla,Model 3 ,2023,30900.0,"Armenia, Yerevan",28800.0,Sedan,Electric,Automatic,Left,White,Excellent,https://auto.am/offer/3001523,2.5,261,4,RWD,60.0,1.0,425.0
Toyota,Bz4X ,2023,30900.0,"Armenia, Yerevan",1800.0,Wagon,Electric,Automatic,Left,White,Excellent,https://auto.am/offer/3038334,2.5,207,4,FWD,71.0,3.0,560.0
Tesla,Model 3 ,2020,30500.0,"Armenia, Yerevan",42000.0,Sedan,Electric,Automatic,Left,White,Excellent,https://auto.am/offer/2966987,2.5,258,4,RWD,56.0,1.0,370.0
Tesla,Model 3 ,2022,30500.0,Armenia,23000.0,Sedan,Electric,Automatic,Left,White,Excellent,https://auto.am/offer/3032998,2.5,296,4,AWD 4x4,58.0,1.0,460.0
Tesla,Model S ,2015,30500.0,"Armenia, Yerevan",130000.0,Sedan,Electric,Automatic,Left,Silver,Excellent,https://auto.am/offer/3005071,2.5,401,4,AWD 4x4,85.0,2.0,450.0
Volkswagen,ID.4 ,2023,30100.0,"Armenia, Yerevan",24.0,SUV / Truck,Electric,Automatic,Left,White,New,https://auto.am/offer/3037677,2.5,204,4,RWD,150.0,1.0,550.0
Volkswagen,ID.4 ,2023,30000.0,"Armenia, Yerevan",30.0,Wagon,Electric,Automatic,Left,Gray,Excellent,https://auto.am/offer/2959499,2.5,204,4,RWD,84.0,1.0,607.0
Tesla,Model 3 ,2019,30000.0,"Armenia, Yerevan",65000.0,Sedan,Electric,Automatic,Left,White,Excellent,https://auto.am/offer/3014076,2.5,351,4,AWD 4x4,75.0,2.0,480.0
Dongfeng,M 5 EV ,2022,30000.0,"Armenia, Yerevan",100.0,Minivan / Minibus,Electric,Automatic,Left,White,New,https://auto.am/offer/3036575,2.5,140,4,AWD 4x4,70.0,2.0,500.0
Tesla,Model 3 ,2020,30000.0,"Armenia, Yerevan",25600.0,Sedan,Electric,Automatic,Left,White,Good,https://auto.am/offer/2755615,2.5,260,4,RWD,50.0,1.0,400.0
Tesla,Model Y ,2021,30000.0,"Armenia, Yerevan",32000.0,SUV / Truck,Electric,Automatic,Left,White,Excellent,https://auto.am/offer/3015132,2.5,350,4,AWD 4x4,75.0,2.0,500.0
Tesla,Model S ,2016,30000.0,"Armenia, Yerevan",230000.0,Sedan,Electric,Automatic,Left,Black,Excellent,https://auto.am/offer/3036512,2.5,200,4,AWD 4x4,311.0,2.0,500.0
Tesla,Model 3 ,2020,30000.0,"Armenia, Yerevan",40000.0,Hatchback,Electric,Automatic,Left,White,Excellent,https://auto.am/offer/2986539,2.5,260,4,RWD,60.0,1.0,393.0
Volkswagen,iD.6 ,2022,30000.0,"Armenia, Yerevan",17000.0,Wagon,Electric,Automatic,Left,Blue,New,https://auto.am/offer/3039647,2.5,204,4,RWD,12.0,2.0,550.0
Tesla,Model 3 ,2019,30000.0,"Armenia, Yerevan",56000.0,Sedan,Electric,Automatic,Left,White,Excellent,https://auto.am/offer/3028919,2.5,269,4,RWD,68.0,1.0,410.0
BYD,Han EV ,2024,30000.0,"Armenia, Yerevan",20.0,Sedan,Electric,Automatic,Left,Silver,Excellent,https://auto.am/offer/2644166,2.5,218,4,FWD,85.0,2.0,600.0
Kia,EV6 ,2023,30000.0,"Armenia, Yerevan",15.0,SUV / Truck,Electric,Automatic,Left,Blue,New,https://auto.am/offer/3010064,1.6,147,4,AWD 4x4,64.0,2.0,530.0
Tesla,Model 3 ,2020,29900.0,"Armenia, Yerevan",67000.0,Sedan,Electric,Automatic,Left,Red,Excellent,https://auto.am/offer/3012668,2.5,260,4,RWD,54.0,2.0,410.0
Volkswagen,ID.4 ,2021,29900.0,"Armenia, Yerevan",30000.0,Wagon,Electric,Automatic,Left,Gray,Good,https://auto.am/offer/3039446,2.5,136,4,RWD,84.0,1.0,500.0
Tesla,Model 3 ,2023,29900.0,"Armenia, Kotayk",432.0,Sedan,Electric,Automatic,Left,Gray,Excellent,https://auto.am/offer/2976749,2.5,260,4,RWD,62.0,1.0,420.0
Tesla,Model 3 ,2019,29900.0,"Armenia, Yerevan",90000.0,Sedan,Electric,Automatic,Left,White,Excellent,https://auto.am/offer/2832800,2.5,258,4,RWD,55.0,2.0,350.0
Honda,e:NS1 ,2022,29900.0,"Armenia, Yerevan",3600.0,Sedan,Electric,Automatic,Left,Black,Good,https://auto.am/offer/3039660,1.5,193,4,FWD,75.0,2.0,515.0
Tesla,Model S ,2017,29900.0,Armenia,96000.0,Sedan,Electric,Automatic,Left,White,Excellent,https://auto.am/offer/2804793,2.5,333,4,AWD 4x4,75.0,1.0,375.0
Tesla,Model S ,2018,29900.0,"Armenia, Kotayk",116000.0,Hatchback,Electric,Automatic,Left,Gray,Excellent,https://auto.am/offer/3038870,2.5,516,4,AWD 4x4,75.0,2.0,360.0
Tesla,Model 3 ,2021,29900.0,"Armenia, Kotayk",21600.0,Sedan,Electric,Automatic,Left,White,Excellent,https://auto.am/offer/2976759,2.5,258,4,RWD,54.0,1.0,380.0
Volkswagen,ID.4 ,2023,29800.0,"Armenia, Yerevan",55.0,Wagon,Electric,Automatic,Left,White,New,https://auto.am/offer/2970592,2.5,204,4,RWD,84.0,1.0,550.0
Tesla,Model 3 ,2019,29500.0,"Armenia, Yerevan",76800.0,Sedan,Electric,Automatic,Left,Black,Excellent,https://auto.am/offer/3024140,2.5,269,4,AWD 4x4,75.0,2.0,48000.0
Volkswagen,ID.4 ,2024,29500.0,Armenia,10.0,SUV / Truck,Electric,Automatic,Left,Օther color,sell.condition-values.,https://auto.am/offer/3040360,2.5,258,4,AWD 4x4,150.0,1.0,600.0
Volkswagen,ID.4 ,2021,29400.0,"Armenia, Yerevan",10000.0,Wagon,Electric,Automatic,Left,Blue,Excellent,https://auto.am/offer/2929564,2.5,136,4,RWD,84.0,1.0,550.0
Volkswagen,iD.6 ,2024,29000.0,"Armenia, Yerevan",10.0,SUV / Truck,Electric,Automatic,Left,White,Excellent,https://auto.am/offer/2783386,2.5,258,4,AWD 4x4,85.0,1.0,600.0
Mercedes-Benz,EQB ,2023,29000.0,"Armenia, Yerevan",700.0,SUV / Truck,Electric,Automatic,Left,Gray,New,https://auto.am/offer/3035037,2.5,288,4,AWD 4x4,250.0,1.0,380.0
Tesla,Model 3 ,2022,29000.0,"Armenia, Yerevan",32000.0,Sedan,Electric,Automatic,Left,Blue,Excellent,https://auto.am/offer/2996249,2.5,296,4,AWD 4x4,60.0,1.0,420.0
Tesla,Model 3 ,2021,28900.0,"Armenia, Yerevan",36800.0,Sedan,Electric,Automatic,Left,White,Excellent,https://auto.am/offer/3026965,2.5,271,4,RWD,54.0,1.0,390.0
Toyota,Bz4X ,2023,28600.0,"Armenia, Kotayk",700.0,SUV / Truck,Electric,Automatic,Left,White,sell.condition-values.,https://auto.am/offer/3036986,2.65,216,6,AWD 4x4,88.0,3.0,617.0
Volkswagen,ID.4 ,2022,28500.0,"Armenia, Yerevan",20.0,Wagon,Electric,Automatic,Left,White,New,https://auto.am/offer/2966892,2.5,204,4,RWD,84.0,2.0,600.0
Volkswagen,ID.4 ,2021,28500.0,Armenia,76.0,SUV / Truck,Electric,Automatic,Left,Blue,Excellent,https://auto.am/offer/2802707,2.5,136,4,RWD,84.0,1.0,550.0
Volkswagen,ID.4 ,2023,28500.0,Armenia,4800.0,Wagon,Electric,Automatic,Left,Gray,New,https://auto.am/offer/3027046,2.5,204,4,RWD,86.0,2.0,530.0
Tesla,Model Y ,2023,28500.0,"Armenia, Yerevan",198.4,SUV / Truck,Electric,Automatic,Left,Blue,New,https://auto.am/offer/3035528,2.5,351,4,AWD 4x4,77.0,2.0,560.0
Tesla,Model 3 ,2020,28500.0,"Armenia, Yerevan",54500.0,Sedan,Electric,Automatic,Left,White,Excellent,https://auto.am/offer/3037262,2.5,263,4,RWD,55.0,1.0,380.0
Toyota,Izoa ,2022,28500.0,Armenia,6000.0,SUV / Truck,Electric,Automatic,Left,White,Excellent,https://auto.am/offer/3039218,2.5,203,4,AWD 4x4,54.0,2.0,500.0
Tesla,Model 3 ,2018,28000.0,"Armenia, Yerevan",104000.0,Sedan,Electric,Automatic,Left,White,Excellent,https://auto.am/offer/2855981,2.5,258,4,RWD,75.0,1.0,480.0
Volkswagen,ID.4 ,2022,28000.0,"Armenia, Yerevan",10.0,SUV / Truck,Electric,Automatic,Left,Gray,sell.condition-values.,https://auto.am/offer/3039724,2.5,204,4,RWD,62.0,2.0,500.0
BYD,Song Plus ,2024,28000.0,Armenia,10.0,Wagon,Electric,Automatic,Left,Օther color,sell.condition-values.,https://auto.am/offer/3040307,2.5,218,4,RWD,87.0,1.0,605.0
BYD,Song Plus ,2024,28000.0,"Armenia, Yerevan",13.0,SUV / Truck,Electric,Automatic,Left,Gray,New,https://auto.am/offer/2978436,2.5,218,4,FWD,87.0,2.0,605.0
Volkswagen,ID.4 ,2024,28000.0,"Armenia, Yerevan",59.0,SUV / Truck,Electric,Automatic,Left,Gray,Excellent,https://auto.am/offer/2833466,2.5,204,4,RWD,85.0,1.0,600.0
BYD,Song Plus ,2024,28000.0,"Armenia, Yerevan",50.0,SUV / Truck,Electric,Automatic,Left,Gray,New,https://auto.am/offer/2994462,2.5,218,4,FWD,87.0,1.0,605.0
Tesla,Model 3 ,2020,28000.0,"Armenia, Yerevan",44400.0,Sedan,Electric,Automatic,Left,Gray,Excellent,https://auto.am/offer/2966097,2.5,260,4,RWD,54.0,1.0,400.0
Tesla,Model S ,2017,27900.0,"Armenia, Yerevan",83200.0,Hatchback,Electric,Automatic,Left,Black,Excellent,https://auto.am/offer/2968854,2.5,333,4,AWD 4x4,75.0,1.0,400.0
Mitsubishi,Outlander ,2018,27800.0,"Armenia, Yerevan",52320.0,SUV / Truck,Electric,Automatic,Left,Black,Excellent,https://auto.am/offer/2834182,2.4,166,4,AWD 4x4,12.0,2.0,500.0
Volkswagen,ID.4 ,2022,27500.0,"Armenia, Yerevan",100.0,SUV / Truck,Electric,Automatic,Left,Gray,Excellent,https://auto.am/offer/2835293,2.5,204,4,RWD,84.0,2.0,500.0
Audi,Q2L e-tron ,2021,24840.0,"Armenia, Yerevan",17000.0,Wagon,Electric,Automatic,Left,White,Excellent,https://auto.am/offer/3036903,3.5,507,6,AWD 4x4,44.0,1.0,295.0
Tesla,Model 3 ,2016,27000.0,"Armenia, Yerevan",100000.0,Hatchback,Electric,Automatic,Left,Black,Excellent,https://auto.am/offer/3035250,2.5,200,4,AWD 4x4,75.0,2.0,480.0
Tesla,Model 3 ,2020,27000.0,Armenia,50000.0,Sedan,Electric,Automatic,Left,White,Excellent,https://auto.am/offer/3036772,2.5,260,4,RWD,50.0,1.0,350.0
Volkswagen,ID.4 ,2022,27000.0,"Armenia, Yerevan",10.0,SUV / Truck,Electric,Automatic,Left,Red,New,https://auto.am/offer/3026436,2.5,204,4,RWD,59.0,2.0,10.0
Tesla,Model 3 ,2022,27000.0,"Armenia, Yerevan",33000.0,Sedan,Electric,Automatic,Left,Blue,Excellent,https://auto.am/offer/3023620,2.5,296,4,AWD 4x4,60.0,1.0,420.0
Volkswagen,ID.4 ,2023,27000.0,"Armenia, Yerevan",19.0,SUV / Truck,Electric,Automatic,Left,White,Excellent,https://auto.am/offer/2800451,2.5,204,4,RWD,85.0,1.0,550.0
Volkswagen,ID.4 ,2021,26800.0,"Armenia, Armavir",11000.0,Wagon,Electric,Automatic,Left,White,Excellent,https://auto.am/offer/3035464,2.5,136,4,RWD,150.0,1.0,600.0
Toyota,Bz3 ,2023,26500.0,Armenia,25.0,Sedan,Electric,Automatic,Left,White,New,https://auto.am/offer/3016732,2.5,204,4,FWD,50.0,1.0,517.0
Volkswagen,ID.4 ,2022,26300.0,"Armenia, Yerevan",30000.0,Wagon,Electric,Automatic,Left,Silver,Excellent,https://auto.am/offer/2945427,2.5,204,4,RWD,1.0,2.0,450.0
Honda,e:NS1 ,2023,26000.0,"Armenia, Armavir",2400.0,Wagon,Electric,Automatic,Left,White,New,https://auto.am/offer/3039192,1.5,204,4,FWD,68.0,1.0,510.0
Audi,Q2L e-tron ,2022,26000.0,"Armenia, Yerevan",30000.0,SUV / Truck,Electric,Automatic,Left,White,Excellent,https://auto.am/offer/2803437,3.0,136,4,FWD,44.0,2.0,500.0
Volkswagen,ID.4 ,2022,26000.0,"Armenia, Yerevan",13000.0,Wagon,Electric,Automatic,Left,White,Excellent,https://auto.am/offer/3026232,2.5,204,4,RWD,84.0,2.0,510.0
Toyota,Bz4X ,2023,26000.0,"Armenia, Yerevan",11.0,Sedan,Electric,Automatic,Left,Black,Excellent,https://auto.am/offer/2878313,2.5,216,4,AWD 4x4,71.0,2.0,615.0
Tesla,Model S ,2014,25900.0,Armenia,81000.0,Sedan,Electric,Automatic,Left,Black,Excellent,https://auto.am/offer/2957291,2.5,200,4,AWD 4x4,270.0,1.0,350.0
Tesla,Model 3 ,2020,25900.0,"Armenia, Yerevan",27000.0,Sedan,Electric,Automatic,Left,White,Excellent,https://auto.am/offer/3025392,2.5,201,4,RWD,50.0,1.0,410.0
Mitsubishi,Airtrek ,2022,25700.0,"Armenia, Yerevan",16500.0,SUV / Truck,Electric,Automatic,Left,White,Excellent,https://auto.am/offer/2948880,2.5,224,4,FWD,72.0,1.0,500.0
Volkswagen,ID.4 ,2022,25500.0,"Armenia, Yerevan",4500.0,Wagon,Electric,Automatic,Left,Gray,Excellent,https://auto.am/offer/3024131,2.5,204,4,RWD,57.0,2.0,400.0
Honda,e:NS1 ,2023,25500.0,"Armenia, Kotayk",30.0,SUV / Truck,Electric,Automatic,Left,White,New,https://auto.am/offer/2986758,1.5,204,4,FWD,68.0,1.0,510.0
Honda,e:NP1 ,2023,25500.0,"Armenia, Yerevan",2602.0,SUV / Truck,Electric,Automatic,Left,Black,Excellent,https://auto.am/offer/3029867,1.5,204,4,FWD,68.0,4.0,510.0
Tesla,Model 3 ,2018,25400.0,"Armenia, Yerevan",110000.0,Sedan,Electric,Automatic,Left,White,Excellent,https://auto.am/offer/2967594,2.5,304,4,AWD 4x4,75.0,1.0,450.0
Toyota,Bz3 ,2023,25200.0,"Armenia, Kotayk",2000.0,Sedan,Electric,Automatic,Left,Silver,sell.condition-values.,https://auto.am/offer/3036994,2.5,204,4,FWD,88.0,1.0,516.0
Tesla,Model S ,2013,25000.0,"Armenia, Yerevan",174000.0,Hatchback,Electric,Automatic,Left,Blue,Good,https://auto.am/offer/3016936,2.5,306,4,RWD,60.0,1.0,330.0
Tesla,Model 3 ,2021,25000.0,"Armenia, Yerevan",32000.0,Sedan,Electric,Automatic,Left,Black,Excellent,https://auto.am/offer/3035004,2.5,271,4,RWD,75.0,1.0,395.0
Honda,e:NS1 ,2023,25000.0,"Armenia, Yerevan",10.0,Wagon,Electric,Automatic,Left,White,sell.condition-values.,https://auto.am/offer/3007856,1.5,204,4,FWD,66.0,1.0,510.0
Tesla,Model 3 ,2018,25000.0,"Armenia, Yerevan",47000.0,Sedan,Electric,Automatic,Left,Gray,Excellent,https://auto.am/offer/2948752,2.5,304,4,AWD 4x4,75.0,2.0,500.0
Mitsubishi,Airtrek ,2022,25000.0,"Armenia, Yerevan",30000.0,Wagon,Electric,Automatic,Left,White,Excellent,https://auto.am/offer/2816707,2.5,224,4,FWD,0.0,1.0,520.0
Tesla,Model 3 ,2018,25000.0,Armenia,90000.0,Sedan,Electric,Automatic,Left,Black,Good,https://auto.am/offer/3035227,2.5,304,4,RWD,75.0,1.0,490.0
Tesla,Model 3 ,2018,25000.0,"Armenia, Yerevan",51000.0,Sedan,Electric,Automatic,Left,Gray,Excellent,https://auto.am/offer/3030760,2.5,350,4,AWD 4x4,82.0,2.0,485.0
BYD,Yuan Plus ,2023,25000.0,Armenia,20.0,Wagon,Electric,Automatic,Left,Gray,New,https://auto.am/offer/3015027,2.5,218,4,FWD,60.0,1.0,510.0
Tesla,Model 3 ,2018,25000.0,"Armenia, Yerevan",54200.0,Sedan,Electric,Automatic,Left,Blue,Excellent,https://auto.am/offer/3024215,2.5,304,4,AWD 4x4,78.0,1.0,550.0
Tesla,Model 3 ,2019,25000.0,"Armenia, Yerevan",80000.0,Sedan,Electric,Automatic,Left,Black,Excellent,https://auto.am/offer/3032579,2.5,280,4,RWD,190.0,1.0,350.0
Volkswagen,ID.4 ,2022,25000.0,"Armenia, Yerevan",4500.0,SUV / Truck,Electric,Automatic,Left,Blue,Excellent,https://auto.am/offer/3040252,2.5,204,4,AWD 4x4,80.0,2.0,650.0
Weltmeister,EX5 ,2021,25000.0,"Armenia, Yerevan",20000.0,Sedan,Electric,Automatic,Left,White,Excellent,https://auto.am/offer/3036830,2.5,200,4,AWD 4x4,56.0,2.0,505.0
Tesla,Model 3 ,2021,25000.0,"Armenia, Yerevan",49000.0,Sedan,Electric,Automatic,Right,White,Average,https://auto.am/offer/3023789,2.5,271,4,RWD,70.0,1.0,350.0
Honda,e:NS1 ,2023,24900.0,"Armenia, Yerevan",24.0,Sedan,Electric,Automatic,Left,White,New,https://auto.am/offer/2932080,1.5,201,4,FWD,68.0,1.0,510.0
Volkswagen,ID.4 ,2022,24900.0,"Armenia, Ararat",23000.0,SUV / Truck,Electric,Automatic,Left,White,Excellent,https://auto.am/offer/3030418,2.5,204,4,RWD,84.0,1.0,500.0
Toyota,Bz3 ,2024,24900.0,"Armenia, Yerevan",10.0,Sedan,Electric,Automatic,Left,Black,New,https://auto.am/offer/3029160,2.5,200,4,FWD,50.0,1.0,517.0
Volvo,XC40 ,2023,61250.0,"Armenia, Yerevan",44.0,SUV / Truck,Electric,Automatic,Left,Blue,sell.condition-values.,https://auto.am/offer/2981097,2.0,231,4,FWD,69.0,2.0,500.0
Honda,e:NS1 ,2023,24500.0,Armenia,20.0,SUV / Truck,Electric,Automatic,Left,Sky-blue,New,https://auto.am/offer/3005626,1.5,204,4,FWD,68.0,1.0,510.0
Dongfeng,Forthing S60 EV ,2023,24500.0,"Armenia, Yerevan",11.0,Sedan,Electric,Automatic,Left,White,New,https://auto.am/offer/2961979,2.5,200,4,AWD 4x4,57.0,2.0,410.0
Tesla,Model 3 ,2019,24000.0,"Armenia, Kotayk",130000.0,Sedan,Electric,Automatic,Left,Blue,Good,https://auto.am/offer/3037640,2.5,269,4,RWD,75.0,2.0,300.0
Honda,e:NS1 ,2023,24000.0,"Armenia, Yerevan",10.0,SUV / Truck,Electric,Automatic,Left,White,New,https://auto.am/offer/2971884,1.5,204,4,FWD,150.0,1.0,510.0
Tesla,Model 3 ,2018,23900.0,"Armenia, Yerevan",70000.0,Sedan,Electric,Automatic,Left,Black,Excellent,https://auto.am/offer/3009474,2.5,304,4,AWD 4x4,70.0,1.0,500.0
Tesla,Model 3 ,2021,23800.0,"Armenia, Yerevan",50000.0,Sedan,Electric,Automatic,Left,Blue,Excellent,https://auto.am/offer/3039194,2.5,271,4,RWD,55.0,1.0,405.0
Tesla,Model 3 ,2019,23600.0,"Armenia, Yerevan",86000.0,Sedan,Electric,Automatic,Left,Black,Excellent,https://auto.am/offer/3040138,2.5,269,4,RWD,60.0,2.0,350.0
Honda,e:NS1 ,2023,23500.0,"Armenia, Kotayk",40.0,SUV / Truck,Electric,Automatic,Left,White,New,https://auto.am/offer/2969408,1.5,204,4,FWD,68.0,1.0,510.0
Honda,e:NS1 ,2023,23500.0,"Armenia, Yerevan",18000.0,SUV / Truck,Electric,Automatic,Left,White,Excellent,https://auto.am/offer/3038880,1.5,204,4,FWD,70.0,1.0,510.0
Honda,e:NS1 ,2022,23500.0,"Armenia, Yerevan",20.0,SUV / Truck,Electric,Automatic,Left,Blue,New,https://auto.am/offer/2959063,2.0,199,4,AWD 4x4,68.0,2.0,515.0
Honda,e:NP1 ,2023,23000.0,"Armenia, Yerevan",74.0,SUV / Truck,Electric,Automatic,Left,White,sell.condition-values.,https://auto.am/offer/2987309,1.5,204,4,FWD,101.0,2.0,510.0
Honda,e:NS1 ,2024,23000.0,"Armenia, Yerevan",75.0,SUV / Truck,Electric,Automatic,Left,White,Excellent,https://auto.am/offer/2906881,2.5,204,4,FWD,68.0,1.0,420.0
Mazda,CX 30 ,2022,22900.0,"Armenia, Yerevan",15000.0,Wagon,Electric,Automatic,Left,Blue,Excellent,https://auto.am/offer/3037472,2.5,189,4,AWD 4x4,68.0,2.0,400.0
Honda,e:NS1 ,2023,22700.0,"Armenia, Yerevan",17.0,SUV / Truck,Electric,Automatic,Left,White,New,https://auto.am/offer/3018358,1.5,204,4,FWD,68.0,1.0,510.0
Honda,e:NS1 ,2023,22500.0,Armenia,3500.0,Sedan,Electric,Automatic,Left,White,New,https://auto.am/offer/3029375,1.5,204,4,FWD,68.0,1.0,510.0
Honda,e:NS1 ,2023,22500.0,"Armenia, Yerevan",15.0,SUV / Truck,Electric,Automatic,Left,White,New,https://auto.am/offer/3032016,1.5,204,4,FWD,68.0,1.0,510.0
Tesla,Model 3 ,2019,22500.0,"Armenia, Yerevan",96320.0,Sedan,Electric,Automatic,Left,Black,Excellent,https://auto.am/offer/3038309,2.5,269,4,RWD,55.0,1.0,380.0
Honda,e:NS1 ,2023,22000.0,"Armenia, Kotayk",44.0,SUV / Truck,Electric,Automatic,Left,Sky-blue,New,https://auto.am/offer/2949107,1.5,204,4,FWD,68.0,1.0,510.0
Tesla,Model 3 ,2018,22000.0,"Armenia, Yerevan",65000.0,Sedan,Electric,Automatic,Left,Black,Good,https://auto.am/offer/2917570,2.5,304,4,AWD 4x4,75.0,1.0,490.0
Tesla,Model S ,2015,22000.0,"Armenia, Yerevan",105000.0,Sedan,Electric,Automatic,Left,Blue,Excellent,https://auto.am/offer/3019656,2.5,422,4,AWD 4x4,70.0,2.0,360.0
Zeekr,001 ,2023,54750.0,"Armenia, Yerevan",20.0,Sedan,Electric,Automatic,Left,Blue,New,https://auto.am/offer/3011037,2.5,272,4,RWD,100.0,1.0,741.0
Honda,e:NS1 ,2023,21900.0,"Armenia, Yerevan",4000.0,Wagon,Electric,Automatic,Left,White,Excellent,https://auto.am/offer/3034238,1.5,204,4,FWD,68.0,1.0,510.0
Honda,e:NS1 ,2023,21750.0,Armenia,10.0,SUV / Truck,Electric,Automatic,Left,White,New,https://auto.am/offer/3024437,1.5,204,4,FWD,69.0,1.0,510.0
Honda,e:NS1 ,2023,21200.0,Armenia,20.0,Wagon,Electric,Automatic,Left,White,New,https://auto.am/offer/2966134,1.5,204,4,FWD,68.0,1.0,510.0
Honda,e:NS1 ,2023,21000.0,"Armenia, Aragatsotn",10000.0,SUV / Truck,Electric,Automatic,Left,White,New,https://auto.am/offer/3040301,1.5,204,4,FWD,68.0,1.0,510.0
Tesla,Model S ,2013,21000.0,"Armenia, Yerevan",129600.0,Sedan,Electric,Automatic,Left,White,Excellent,https://auto.am/offer/2985507,2.5,306,4,RWD,85.0,1.0,400.0
Tesla,Model 3 ,2019,21000.0,"Armenia, Yerevan",99200.0,Sedan,Electric,Automatic,Left,Gray,Average,https://auto.am/offer/3037592,2.5,251,4,RWD,70.0,2.0,400.0
Tesla,Model S ,2015,21000.0,"Armenia, Yerevan",137600.0,Sedan,Electric,Automatic,Left,White,Excellent,https://auto.am/offer/2874287,2.5,380,4,RWD,85.0,2.0,405.0
Tesla,Model 3 ,2020,21000.0,"Armenia, Yerevan",48.0,Sedan,Electric,Automatic,Left,White,Excellent,https://auto.am/offer/3040478,2.5,275,4,RWD,99.0,1.0,386.0
Honda,e:NS1 ,2023,20800.0,"Armenia, Yerevan",30.0,Wagon,Electric,Automatic,Left,Blue,New,https://auto.am/offer/2964843,1.5,204,4,FWD,68.0,1.0,510.0
Honda,e:NS1 ,2023,20800.0,Armenia,10.0,SUV / Truck,Electric,Automatic,Left,Sky-blue,New,https://auto.am/offer/3027351,1.5,204,4,FWD,69.0,1.0,510.0
Volkswagen,e-Bora ,2020,20500.0,"Armenia, Yerevan",22000.0,Sedan,Electric,Automatic,Left,White,Excellent,https://auto.am/offer/2928226,1.6,136,4,FWD,100.0,2.0,305.0
BYD,Qin ,2023,20000.0,"Armenia, Yerevan",120.0,Sedan,Electric,Automatic,Left,White,New,https://auto.am/offer/3035411,2.5,218,4,FWD,8.0,1.0,900.0
Honda,e:NS1 ,2024,20000.0,"Armenia, Yerevan",14.0,SUV / Truck,Electric,Automatic,Left,White,New,https://auto.am/offer/2874775,2.5,185,4,FWD,53.0,1.0,420.0
Mercedes-Benz,EQS SUV ,2023,190000.0,Armenia,15.0,SUV / Truck,Electric,Automatic,Left,Black,Excellent,https://auto.am/offer/3021172,2.5,360,4,RWD,108.0,1.0,672.0
Nissan,Leaf ,2018,19800.0,"Armenia, Yerevan",30000.0,Hatchback,Electric,Automatic,Left,Blue,Excellent,https://auto.am/offer/2834274,2.5,163,4,AWD 4x4,40.0,1.0,300.0
Tesla,Model S ,2014,19800.0,"Armenia, Yerevan",70000.0,Sedan,Electric,Automatic,Left,Blue,New,https://auto.am/offer/3031804,2.5,200,4,AWD 4x4,85.0,1.0,400.0
Honda,e:NP1 ,2023,19500.0,"Armenia, Yerevan",26.0,SUV / Truck,Electric,Automatic,Left,White,Excellent,https://auto.am/offer/2853592,1.5,204,4,FWD,58.0,1.0,420.0
Tesla,Model S ,2015,19500.0,"Armenia, Yerevan",86400.0,Sedan,Electric,Automatic,Left,Blue,Excellent,https://auto.am/offer/2979037,2.5,401,4,AWD 4x4,85.0,2.0,500.0
Tesla,Model S ,2014,19500.0,"Armenia, Yerevan",288000.0,Hatchback,Electric,Automatic,Left,White,Good,https://auto.am/offer/3038639,2.5,200,4,AWD 4x4,60.0,1.0,300.0
Tesla,Model 3 ,2019,19300.0,"Armenia, Yerevan",128000.0,Sedan,Electric,Automatic,Left,Black,Good,https://auto.am/offer/3036242,2.5,269,4,RWD,58.0,2.0,350.0
Jaguar,I-Pace ,2018,47250.0,"Armenia, Yerevan",2040.0,SUV / Truck,Electric,Automatic,Left,Gray,Excellent,https://auto.am/offer/3009285,3.0,300,6,AWD 4x4,90.0,2.0,480.0
