car,model,year,price,region,Mileage,Body Style,Engine,Gearbox,Hand Drive,Color,Condition,link,Engine Volume,Horsepower,Engine Cylinders,Drive train
Nissan,Rogue ,2019,20000.0,"Armenia, Yerevan",50000.0,SUV / Truck,Gasoline,CVT Variable,Left,Blue,Excellent,https://auto.am/offer/3034779,2.5,170,4,AWD 4x4
Honda,CR-V ,2014,20000.0,"Armenia, Yerevan",115520.0,SUV / Truck,Gasoline,Automatic,Left,Gray,Good,https://auto.am/offer/2937332,2.5,200,4,AWD 4x4
Mazda,6,2018,20000.0,"Armenia, Kotayk",105000.0,Sedan,Gasoline,Automatic,Left,Օther color,Excellent,https://auto.am/offer/3020981,2.5,227,4,FWD
Toyota,C-HR ,2017,20000.0,"Armenia, Yerevan",51434.0,Hatchback,Gasoline,Automatic,Left,Black,Excellent,https://auto.am/offer/3040125,2.5,176,4,FWD
Kia,Sportage ,2019,20000.0,"Armenia, Yerevan",60800.0,SUV / Truck,Gasoline,Automatic,Left,Black,Excellent,https://auto.am/offer/3039693,2.4,182,4,AWD 4x4
Hyundai,Sonata ,2020,20000.0,"Armenia, Yerevan",96000.0,Sedan,Gasoline,Automatic,Left,Օther color,Excellent,https://auto.am/offer/3031372,2.0,240,4,FWD
Mercedes-Benz,ML 350 ,2011,20000.0,"Armenia, Gegharkunik",157280.0,SUV / Truck,Gasoline,Automatic,Left,Gray,Excellent,https://auto.am/offer/3034077,3.5,272,6,AWD 4x4
Mercedes-Benz,E 350 ,2010,20000.0,"Armenia, Yerevan",91000.0,Coupe,Gasoline,Automatic,Left,Black,Excellent,https://auto.am/offer/2606079,3.5,275,6,RWD
Mitsubishi,Outlander ,2018,20000.0,"Armenia, Yerevan",80000.0,SUV / Truck,Gasoline,Automatic,Left,Black,Excellent,https://auto.am/offer/2908949,2.4,168,4,AWD 4x4
Volkswagen,Touareg ,2012,20000.0,"Armenia, Yerevan",217000.0,SUV / Truck,Gasoline,Automatic,Left,Gray,Excellent,https://auto.am/offer/3038103,2.5,200,5,FWD
Toyota,Camry ,2018,20000.0,"Armenia, Yerevan",60000.0,Sedan,Gasoline,Automatic,Left,Blue,Excellent,https://auto.am/offer/2807360,2.5,203,4,FWD
Ford,Transit ,2019,20000.0,"Armenia, Shirak",92320.0,Wagon,Gasoline,Automatic,Left,White,Excellent,https://auto.am/offer/3038949,2.0,166,4,AWD 4x4
Honda,Civic ,2020,20000.0,"Armenia, Kotayk",63000.0,Sedan,Gasoline,Automatic,Left,Black,sell.condition-values.,https://auto.am/offer/3040355,2.0,158,4,FWD
Nissan,Frontier ,2010,20000.0,"Armenia, Lori",211200.0,Pickup Truck,Gas,Automatic,Left,Gray,Excellent,https://auto.am/offer/2718831,4.0,278,5,AWD 4x4
Mazda,CX5 ,2018,20000.0,"Armenia, Yerevan",64000.0,Wagon,Gasoline,Automatic,Left,Black,sell.condition-values.,https://auto.am/offer/3039105,2.5,187,4,AWD 4x4
Lexus,RX 350 ,2010,20000.0,"Armenia, Yerevan",120000.0,Wagon,Gas,Automatic,Left,Silver,Good,https://auto.am/offer/3036011,3.5,268,6,AWD 4x4
Mazda,6,2019,20000.0,"Armenia, Yerevan",96000.0,Sedan,Gasoline,Automatic,Left,Blue,Excellent,https://auto.am/offer/3031666,2.5,193,4,FWD
Lexus,GX 460 ,2004,20000.0,"Armenia, Yerevan",245000.0,SUV / Truck,Gasoline,Automatic,Left,Silver,Excellent,https://auto.am/offer/3036237,4.7,238,8,AWD 4x4
Toyota,Camry ,2018,20000.0,Armenia,102000.0,Sedan,Gasoline,Automatic,Left,Black,Excellent,https://auto.am/offer/3035179,2.5,203,4,FWD
Infiniti,Q50 ,2016,20000.0,"Armenia, Yerevan",104000.0,Sedan,Gas,Automatic,Left,Black,Excellent,https://auto.am/offer/3039621,3.7,333,6,RWD
Jeep,Compass ,2020,20000.0,"Armenia, Gegharkunik",25000.0,SUV / Truck,Gasoline,Automatic,Left,Black,Excellent,https://auto.am/offer/3039522,2.4,180,4,AWD 4x4
Mazda,6,2019,20000.0,Armenia,96000.0,Sedan,Gasoline,Automatic,Left,White,Excellent,https://auto.am/offer/3014980,2.5,193,4,FWD
Mercedes-Benz,ML 350 ,2012,20000.0,"Armenia, Yerevan",190000.0,SUV / Truck,Gasoline,Automatic,Left,White,Good,https://auto.am/offer/3039752,3.5,301,6,AWD 4x4
Hyundai,Elantra ,2023,20000.0,"Armenia, Yerevan",6000.0,Sedan,Gasoline,Automatic,Left,Black,Excellent,https://auto.am/offer/3034745,2.0,150,4,FWD
Hyundai,Tucson ,2018,20000.0,"Armenia, Aragatsotn",134400.0,SUV / Truck,Gasoline,Automatic,Left,Black,Excellent,https://auto.am/offer/3031081,2.0,150,4,AWD 4x4
Mercedes-Benz,124,1995,20000.0,"Armenia, Yerevan",157000.0,Sedan,Gasoline,Automatic,Left,Black,Good,https://auto.am/offer/2745148,5.0,326,8,RWD
Kia,Sportage ,2019,20000.0,Armenia,45000.0,SUV / Truck,Gasoline,Automatic,Left,White,Excellent,https://auto.am/offer/3023583,2.4,182,4,AWD 4x4
Mazda,3,2020,20000.0,"Armenia, Yerevan",48000.0,Hatchback,Gasoline,Automatic,Left,Black,Excellent,https://auto.am/offer/3032052,2.5,186,4,FWD
Mercedes-Benz,E550 ,2010,20000.0,"Armenia, Yerevan",182000.0,Coupe,Gasoline,Automatic,Left,Black,Excellent,https://auto.am/offer/3019815,5.5,388,6,AWD 4x4
Mazda,6,2018,20000.0,"Armenia, Yerevan",80000.0,Sedan,Gasoline,Automatic,Left,Gray,Excellent,https://auto.am/offer/3037081,2.5,227,4,FWD
Toyota,Camry ,2014,20000.0,"Armenia, Yerevan",200000.0,Sedan,Gasoline,Automatic,Left,White,Excellent,https://auto.am/offer/3011887,2.5,178,4,FWD
BMW,428,2015,20000.0,"Armenia, Yerevan",150000.0,Coupe,Gasoline,Automatic,Left,Black,Excellent,https://auto.am/offer/3036300,2.0,245,8,RWD
Nissan,Altima ,2021,20000.0,"Armenia, Yerevan",27000.0,Sedan,Gasoline,Automatic,Left,Black,Excellent,https://auto.am/offer/3018427,2.5,149,4,FWD
Mercedes-Benz,S 550 ,2013,20000.0,"Armenia, Kotayk",115000.0,Sedan,Gasoline,Automatic,Left,White,Excellent,https://auto.am/offer/2818134,5.0,456,8,AWD 4x4
Toyota,Corolla ,2020,20000.0,"Armenia, Yerevan",74000.0,Sedan,Gasoline,Automatic,Left,Black,Excellent,https://auto.am/offer/3026219,2.0,169,4,FWD
Toyota,Rav 4 ,2017,20000.0,Armenia,83000.0,SUV / Truck,Gasoline,Automatic,Left,Gray,Excellent,https://auto.am/offer/3033079,2.5,176,4,AWD 4x4
Toyota,Camry ,2019,20000.0,"Armenia, Yerevan",88388.0,Sedan,Gasoline,Automatic,Left,Black,Good,https://auto.am/offer/3039334,2.5,203,4,FWD
Nissan,Sentra ,2020,20000.0,Armenia,20000.0,Sedan,Gasoline,Automatic,Left,Gray,Excellent,https://auto.am/offer/2988376,2.0,149,4,FWD
Mercedes-Benz,124,1995,20000.0,"Armenia, Yerevan",153000.0,Sedan,Gasoline,Automatic,Left,Black,Average,https://auto.am/offer/2458879,5.0,326,8,RWD
Lexus,IS 300 ,2016,20000.0,"Armenia, Yerevan",114000.0,Sedan,Gasoline,Automatic,Left,Black,Excellent,https://auto.am/offer/3019855,2.5,212,6,AWD 4x4
Mazda,CX5 ,2019,20000.0,Armenia,83955.20000000001,Wagon,Gasoline,Automatic,Left,Blue,Excellent,https://auto.am/offer/2991447,2.5,187,4,AWD 4x4
Toyota,Camry ,2018,20000.0,"Armenia, Yerevan",147000.0,Sedan,Gasoline,Automatic,Left,Black,Excellent,https://auto.am/offer/3006010,2.5,203,4,FWD
Mercedes-Benz,Vario ,2004,20000.0,"Armenia, Yerevan",40000.0,Van,Diesel,Manual,Left,White,Excellent,https://auto.am/offer/3017811,4.3,224,6,AWD 4x4
Toyota,Camry ,2019,20000.0,"Armenia, Ararat",137000.0,Sedan,Gasoline,Automatic,Left,Black,Good,https://auto.am/offer/3039476,2.5,203,4,FWD
Honda,Accord ,2018,20000.0,"Armenia, Yerevan",102400.0,Sedan,Gasoline,Automatic,Left,White,Excellent,https://auto.am/offer/2990481,1.5,192,4,FWD
Mercedes-Benz,ML 350 ,2011,20000.0,"Armenia, Yerevan",208000.0,SUV / Truck,Gas,Automatic,Left,White,Excellent,https://auto.am/offer/3015092,3.5,272,6,AWD 4x4
Mazda,6,2020,20000.0,"Armenia, Ararat",137000.0,Sedan,Gasoline,Automatic,Left,White,Excellent,https://auto.am/offer/3035811,2.5,187,4,FWD
Mercedes-Benz,S 350 ,2012,20000.0,"Armenia, Yerevan",160000.0,Sedan,Gasoline,Automatic,Left,Black,Excellent,https://auto.am/offer/3037492,3.5,306,5,RWD
Toyota,Land Cruiser Prado ,2008,20000.0,"Armenia, Kotayk",126230.0,SUV / Truck,Gasoline,Automatic,Left,Black,Excellent,https://auto.am/offer/2998388,2.7,163,4,AWD 4x4
BMW,330,2016,20000.0,"Armenia, Yerevan",125000.0,Sedan,Gasoline,Automatic,Left,Black,Average,https://auto.am/offer/3039523,2.0,252,4,AWD 4x4
Chevrolet,Malibu ,2019,20000.0,"Armenia, Yerevan",155870.0,Sedan,Gasoline,Automatic,Left,Օther color,Excellent,https://auto.am/offer/2981534,2.0,250,5,FWD
Mitsubishi,Outlander ,2019,20000.0,"Armenia, Yerevan",37696.0,Wagon,Gasoline,CVT Variable,Left,White,Excellent,https://auto.am/offer/3031030,2.4,167,4,AWD 4x4
Honda,HR-V ,2019,20000.0,"Armenia, Yerevan",24000.0,SUV / Truck,Gasoline,CVT Variable,Left,Black,Excellent,https://auto.am/offer/2947232,1.8,141,5,AWD 4x4
Mazda,CX5 ,2018,20000.0,"Armenia, Yerevan",48000.0,SUV / Truck,Gasoline,Automatic,Left,Blue,Excellent,https://auto.am/offer/3040737,2.5,187,4,AWD 4x4
GMC,Terrain ,2019,20000.0,"Armenia, Armavir",44800.0,SUV / Truck,Gasoline,Automatic,Left,White,Excellent,https://auto.am/offer/3035291,2.5,200,4,AWD 4x4
Hyundai,Tucson ,2017,20000.0,"Armenia, Yerevan",75200.0,SUV / Truck,Gasoline,Automatic,Left,Blue,Excellent,https://auto.am/offer/3038867,2.4,147,4,FWD
Lexus,GX 470 ,2004,20000.0,"Armenia, Yerevan",276800.0,SUV / Truck,Gasoline,Automatic,Left,Silver,Excellent,https://auto.am/offer/2736393,4.7,238,8,AWD 4x4
BMW,528,2016,20000.0,"Armenia, Yerevan",150000.0,Sedan,Gasoline,Automatic,Left,Օther color,Good,https://auto.am/offer/3021910,2.0,245,6,RWD
Mazda,6,2018,20000.0,"Armenia, Yerevan",116800.0,Sedan,Gasoline,Automatic,Left,Blue,Excellent,https://auto.am/offer/3031500,2.5,227,4,FWD
Nissan,Rogue ,2019,20000.0,"Armenia, Yerevan",132500.0,SUV / Truck,Gasoline,CVT Variable,Left,Silver,Good,https://auto.am/offer/3028916,2.5,170,4,AWD 4x4
Mercedes-Benz,S 500 ,2009,20000.0,"Armenia, Ararat",140000.0,Sedan,Gasoline,Automatic,Left,Black,Excellent,https://auto.am/offer/3036737,5.0,282,6,RWD
Nissan,Altima ,2020,20000.0,"Armenia, Yerevan",63200.0,Sedan,Gasoline,Automatic,Left,Blue,Excellent,https://auto.am/offer/3031787,2.5,180,4,FWD
Lexus,GS 350 ,2013,20000.0,"Armenia, Yerevan",108000.0,Sedan,Gasoline,Automatic,Left,Gray,Excellent,https://auto.am/offer/3017054,3.5,317,6,RWD
Nissan,Kicks ,2021,20000.0,"Armenia, Kotayk",12800.0,SUV / Truck,Gasoline,Automatic,Left,Black,Excellent,https://auto.am/offer/2963078,1.6,122,4,FWD
Toyota,C-HR ,2019,20000.0,"Armenia, Kotayk",43200.0,SUV / Truck,Gasoline,Automatic,Left,Blue,Excellent,https://auto.am/offer/3031145,2.0,144,4,FWD
Mitsubishi,Outlander ,2018,20000.0,"Armenia, Yerevan",128000.0,SUV / Truck,Gasoline,CVT Variable,Left,Blue,Excellent,https://auto.am/offer/3031175,2.4,166,4,AWD 4x4
Mazda,3,2019,20000.0,"Armenia, Yerevan",16000.0,Sedan,Gasoline,Automatic,Left,Silver,Excellent,https://auto.am/offer/3028351,2.5,186,4,FWD
Mercedes-Benz,E 200 ,2014,20000.0,"Armenia, Yerevan",140.0,Sedan,Gasoline,Automatic,Left,White,Excellent,https://auto.am/offer/3036622,2.0,185,8,RWD
Mercedes-Benz,S 500 ,2008,20000.0,Armenia,220000.0,Sedan,Gasoline,Automatic,Left,White,Excellent,https://auto.am/offer/2855921,5.0,388,8,AWD 4x4
Honda,CR-V ,2015,20000.0,"Armenia, Yerevan",108800.0,SUV / Truck,Gasoline,CVT Variable,Left,Blue,Excellent,https://auto.am/offer/2946264,2.4,185,8,AWD 4x4
Mercedes-Benz,CLA 250 ,2018,20000.0,"Armenia, Yerevan",92000.0,Coupe,Gasoline,Automatic,Left,Silver,Excellent,https://auto.am/offer/3038118,2.0,211,4,FWD
Mercedes-Benz,S 350 ,2011,20000.0,"Armenia, Yerevan",130000.0,Sedan,Gasoline,Automatic,Left,Black,Excellent,https://auto.am/offer/2969321,3.5,306,6,RWD
Mercedes-Benz,S 550 ,2010,20000.0,"Armenia, Yerevan",103000.0,Sedan,Gasoline,Automatic,Left,White,Excellent,https://auto.am/offer/2557614,4.5,330,7,AWD 4x4
Mercedes-Benz,G 300 ,2021,20000.0,"Armenia, Yerevan",200000.0,Coupe,Gasoline,Automatic,Left,White,Excellent,https://auto.am/offer/3037491,3.0,401,7,AWD 4x4
Mercedes-Benz,E 350 ,2012,20000.0,"Armenia, Armavir",149000.0,Sedan,Gasoline,Automatic,Left,Black,Good,https://auto.am/offer/3032048,3.5,306,5,AWD 4x4
Toyota,Camry ,2019,20000.0,"Armenia, Yerevan",150000.0,Sedan,Gasoline,Automatic,Left,White,Excellent,https://auto.am/offer/3009463,2.5,203,4,FWD
Mercedes-Benz,E 200 ,2014,20000.0,"Armenia, Yerevan",143000.0,Sedan,Gasoline,Automatic,Left,White,Excellent,https://auto.am/offer/2964624,2.0,185,8,RWD
Lexus,GX 470 ,2017,20000.0,"Armenia, Yerevan",189000.0,SUV / Truck,Gasoline and gas,Automatic,Left,Silver,Excellent,https://auto.am/offer/3037976,4.6,295,8,AWD 4x4
GAZ,20 Победа ,1955,20000.0,"Armenia, Yerevan",3000.0,Sedan,Gasoline,Manual,Left,Brown,Excellent,https://auto.am/offer/2981312,2.5,200,4,AWD 4x4
Kia,Forte ,2019,20000.0,"Armenia, Syunik",80000.0,Sedan,Gasoline,CVT Variable,Left,Black,Excellent,https://auto.am/offer/3003897,2.0,147,4,FWD
Mazda,CX5 ,2018,20000.0,"Armenia, Yerevan",73168.0,SUV / Truck,Gasoline,Automatic,Left,Red,Excellent,https://auto.am/offer/3025661,2.5,187,4,AWD 4x4
Chevrolet,Camaro ,2010,20000.0,"Armenia, Yerevan",120000.0,Coupe,Gasoline,Manual,Left,Green,Excellent,https://auto.am/offer/3037941,2.5,200,4,AWD 4x4
Toyota,Corolla ,2018,20000.0,"Armenia, Yerevan",79460.0,Sedan,Gasoline,Automatic,Left,Օther color,Excellent,https://auto.am/offer/3026400,2.5,203,4,FWD
Infiniti,Q50 ,2018,20000.0,Armenia,224000.0,Sedan,Gasoline,Automatic,Left,Black,Excellent,https://auto.am/offer/3033538,2.0,211,4,AWD 4x4
Renault,Logan ,2011,2990.0,"Armenia, Yerevan",900000.0,Sedan,Gasoline,Manual,Left,White,Average,https://auto.am/offer/3031953,2.5,200,4,AWD 4x4
Mitsubishi,Grandis ,2004,7425.0,"Armenia, Yerevan",210000.0,Minivan / Minibus,Gas,Automatic,Right,Silver,Good,https://auto.am/offer/2964125,2.0,126,4,AWD 4x4
Mercedes-Benz,C 280 ,1999,7375.0,"Armenia, Yerevan",120000.0,Sedan,Gasoline,Automatic,Left,Black,Excellent,https://auto.am/offer/3038473,2.8,222,6,RWD
VAZ (Lada),2170 Priora ,2008,2950.0,"Armenia, Yerevan",360000.0,Sedan,Gas,Manual,Left,Black,Good,https://auto.am/offer/3034208,1.6,98,4,FWD
VAZ (Lada),2110,2005,2900.0,"Armenia, Yerevan",400000.0,Sedan,Gas,Manual,Left,Silver,Average,https://auto.am/offer/3033795,1.7,85,4,AWD 4x4
Volkswagen,Golf ,1997,2900.0,"Armenia, Yerevan",255000.0,Hatchback,Gasoline,Manual,Left,Silver,Average,https://auto.am/offer/3040256,1.6,115,4,FWD
VAZ (Lada),2107,2009,2900.0,"Armenia, Shirak",47500.0,Sedan,Gas,Manual,Left,White,Excellent,https://auto.am/offer/3040242,1.6,83,4,FWD
Volkswagen,Passat ,1998,2900.0,"Armenia, Shirak",300000.0,Sedan,Gas,Automatic,Left,White,Average,https://auto.am/offer/3028106,1.8,75,4,FWD
Opel,Astra ,1992,2800.0,"Armenia, Yerevan",210000.0,Hatchback,Gasoline,Manual,Left,Blue,Excellent,https://auto.am/offer/3035779,2.5,200,4,AWD 4x4
Opel,Vectra B ,1998,2800.0,"Armenia, Ararat",4000.0,Sedan,Gas,Manual,Left,Silver,Average,https://auto.am/offer/3036023,1.6,101,4,FWD
Volkswagen,Golf ,1997,2800.0,"Armenia, Yerevan",204000.0,Hatchback,Gasoline,Manual,Left,Blue,Excellent,https://auto.am/offer/3030923,1.8,115,4,FWD
Skoda,Fabia ,2008,2800.0,"Armenia, Yerevan",180000.0,Hatchback,Gasoline,Manual,Left,White,Good,https://auto.am/offer/3021189,2.5,200,4,AWD 4x4
Mercedes-Benz,A 140 ,1998,2800.0,"Armenia, Gegharkunik",280.0,Hatchback,Gas,Manual,Left,Black,Good,https://auto.am/offer/3035833,1.4,122,4,RWD
Toyota,Prius ,2006,6750.0,"Armenia, Yerevan",296000.0,Hatchback,Hybrid,Automatic,Left,Blue,Good,https://auto.am/offer/3002321,1.5,76,4,FWD
Ford,Escape ,2004,6750.0,"Armenia, Armavir",224000.0,SUV / Truck,Gasoline,Automatic,Left,Green,Good,https://auto.am/offer/3038947,3.0,203,6,AWD 4x4
VAZ (Lada),2107,1987,2700.0,"Armenia, Yerevan",127000.0,Sedan,Gasoline,Manual,Left,White,Good,https://auto.am/offer/3039813,1.6,77,4,RWD
VAZ (Lada),2121 NIVA (4x4) ,1988,2700.0,"Armenia, Yerevan",83000.0,SUV / Truck,Gasoline,Manual,Left,Beige,Good,https://auto.am/offer/3031442,2.5,200,4,AWD 4x4
Opel,Vectra ,1994,2700.0,"Armenia, Armavir",602658.0,Sedan,Gasoline,Manual,Left,Blue,Average,https://auto.am/offer/2829814,1.6,75,4,AWD 4x4
Volkswagen,Caddy ,1997,2700.0,"Armenia, Yerevan",103370.0,Hatchback,Gasoline,Manual,Left,Red,Average,https://auto.am/offer/2990384,1.8,115,4,FWD
Nissan,March ,2003,2700.0,"Armenia, Yerevan",205000.0,Hatchback,Gas,Automatic,Right,White,Good,https://auto.am/offer/3038551,1.4,97,4,FWD
BMW,325,2004,6625.0,"Armenia, Armavir",248000.0,Sedan,Gasoline,Automatic,Left,Gray,Excellent,https://auto.am/offer/3033076,4.5,192,6,RWD
Hyundai,Sonata ,2020,28600.0,"Russia, Saint Petersburg",33500.0,Sedan,Gasoline,Automatic,Left,Gray,Excellent,https://auto.am/offer/3017720,2.0,150,4,FWD
Opel,Astra ,1998,2600.0,"Armenia, Yerevan",600.0,Sedan,Gas,Manual,Left,Black,Average,https://auto.am/offer/3038077,1.6,75,4,FWD
Mercedes-Benz,C 180 ,1996,2600.0,"Armenia, Yerevan",200000.0,Sedan,Gasoline and gas,Manual,Left,Blue,Average,https://auto.am/offer/3038554,1.8,122,4,RWD
Opel,Astra ,1998,2600.0,"Armenia, Yerevan",276000.0,Sedan,Gasoline,Manual,Left,Green,Average,https://auto.am/offer/3035131,1.6,75,4,FWD
Audi,A6 ,2000,2600.0,"Armenia, Kotayk",250.0,Sedan,Gasoline,Automatic,Left,Blue,Good,https://auto.am/offer/3029910,2.7,265,4,AWD 4x4
BMW,520,1991,2600.0,"Armenia, Gegharkunik",300000.0,Sedan,Gasoline,Automatic,Left,Red,Good,https://auto.am/offer/3032026,2.0,150,6,RWD
Opel,Zafira ,2002,6425.0,"Armenia, Yerevan",225000.0,Minivan / Minibus,Gasoline and gas,Automatic,Left,Black,Excellent,https://auto.am/offer/3037737,1.8,125,4,FWD
Mercedes-Benz,C 280 ,1995,6250.0,"Armenia, Yerevan",180000.0,Sedan,Gasoline,Automatic,Left,Gray,Good,https://auto.am/offer/3037347,1.9,129,4,RWD
Nissan,Tiida ,2008,6250.0,"Armenia, Yerevan",235000.0,Sedan,Gas,Automatic,Left,White,Good,https://auto.am/offer/3032961,1.5,109,4,FWD
VAZ (Lada),2107,2003,2500.0,"Armenia, Yerevan",200000.0,Sedan,Gas,Manual,Left,White,Excellent,https://auto.am/offer/3039127,1.7,70,4,RWD
BMW,318,1994,2500.0,"Armenia, Yerevan",375000.0,Sedan,Gas,Manual,Left,Red,Good,https://auto.am/offer/2769501,1.8,117,4,RWD
Mercedes-Benz,A 160 ,2002,2500.0,"Armenia, Armavir",160.0,Hatchback,Gasoline,Automatic,Left,Blue,Average,https://auto.am/offer/3011127,1.6,100,4,FWD
Nissan,March ,2004,2500.0,"Armenia, Yerevan",140000.0,Sedan,Gas,Automatic,Right,White,Average,https://auto.am/offer/3028777,1.2,95,4,FWD
Volkswagen,Golf ,1997,2500.0,"Armenia, Yerevan",130000.0,Hatchback,Gasoline,Automatic,Left,Blue,Average,https://auto.am/offer/3030708,2.0,115,4,FWD
Nissan,Kicks ,2017,6000.0,"Armenia, Yerevan",92800.0,Hatchback,Gasoline,Automatic,Left,Gray,Damaged,https://auto.am/offer/3036220,2.5,120,4,FWD
VAZ (Lada),2106,1986,2400.0,"Armenia, Shirak",50000.0,Sedan,Gas,Manual,Left,White,Good,https://auto.am/offer/3040561,2.5,200,4,AWD 4x4
Volkswagen,Golf ,1996,2400.0,"Armenia, Yerevan",250000.0,Hatchback,Gas,Manual,Left,Black,Good,https://auto.am/offer/3025227,1.6,75,4,FWD
BYD,F3 GL-i ,2013,5875.0,"Armenia, Yerevan",260000.0,Sedan,Gasoline,Manual,Left,White,Excellent,https://auto.am/offer/3028269,1.5,107,4,AWD 4x4
Mercedes-Benz,240,2000,5809.8,"Armenia, Yerevan",200000.0,Sedan,Gasoline,Automatic,Left,Silver,Excellent,https://auto.am/offer/3040277,2.4,166,4,RWD
VAZ (Lada),2121 NIVA (4x4) ,2005,5750.0,"Armenia, Kotayk",262000.0,SUV / Truck,Gas,Manual,Left,White,Good,https://auto.am/offer/3038872,1.7,85,4,AWD 4x4
Nissan,Skyline ,2007,5750.0,"Armenia, Yerevan",200000.0,Sedan,Gas,Automatic,Transformed from right to left,White,Average,https://auto.am/offer/3011082,1.8,225,6,FWD
Mercedes-Benz,B 170 ,2007,5750.0,"Armenia, Yerevan",149000.0,Hatchback,Gasoline,Automatic,Left,Black,Good,https://auto.am/offer/3037893,1.7,116,4,FWD
Opel,Astra ,2000,5500.0,"Armenia, Yerevan",150000.0,Hatchback,Gas,Manual,Left,Silver,New,https://auto.am/offer/3025380,1.6,101,4,FWD
Nissan,Xterra ,2003,2200.0,"Armenia, Yerevan",216000.0,SUV / Truck,Gasoline,Automatic,Left,Cherry,Damaged,https://auto.am/offer/2807893,3.3,150,6,AWD 4x4
Renault,Clio ,2006,2200.0,Armenia,200000.0,Sedan,Gas,Manual,Left,Silver,Average,https://auto.am/offer/3034880,2.5,200,4,AWD 4x4
VAZ (Lada),2106,1990,2200.0,"Armenia, Armavir",150000.0,Sedan,Gas,Manual,Left,Beige,Good,https://auto.am/offer/2749907,2.5,200,4,AWD 4x4
VAZ (Lada),2115,2010,2200.0,"Armenia, Shirak",100000.0,Sedan,Gas,Manual,Left,Gray,Average,https://auto.am/offer/3032520,1.7,75,4,RWD
Opel,Astra ,1998,2150.0,"Armenia, Shirak",300000.0,Wagon,Gasoline,Manual,Left,Blue,Average,https://auto.am/offer/3040703,1.6,75,4,FWD
Nissan,Tiida ,2005,5336.1,"Armenia, Yerevan",22000.0,Sedan,Gasoline and gas,CVT Variable,Right,Black,Good,https://auto.am/offer/3038446,1.5,109,4,FWD
Opel,Astra ,1999,2100.0,"Armenia, Gegharkunik",300000.0,Wagon,Gasoline and gas,Manual,Left,Silver,Average,https://auto.am/offer/3036534,1.6,101,4,FWD
Opel,Vectra B ,1999,5000.0,"Armenia, Armavir",214000.0,Sedan,Gas,Manual,Left,Silver,Excellent,https://auto.am/offer/1835732,1.6,101,4,FWD
Nissan,Tiida ,2005,5000.0,"Armenia, Yerevan",100000.0,Sedan,Gasoline,Automatic,Right,White,Good,https://auto.am/offer/3011616,1.5,109,4,FWD
Opel,Astra ,2001,5000.0,"Armenia, Kotayk",300000.0,Hatchback,Gas,Manual,Left,Black,Excellent,https://auto.am/offer/3038951,1.6,125,4,FWD
Ford,Explorer ,2003,5000.0,"Armenia, Yerevan",355507.2,SUV / Truck,Gasoline,Automatic,Left,Gray,Average,https://auto.am/offer/3040761,2.5,200,4,AWD 4x4
Mercedes-Benz,CLK 240 ,2002,5000.0,"Armenia, Yerevan",210000.0,Coupe,Gas,Automatic,Right,Silver,Good,https://auto.am/offer/3026455,2.6,170,4,RWD
Mitsubishi,Airtrek ,2003,5000.0,"Armenia, Yerevan",160000.0,SUV / Truck,Gasoline,Automatic,Left,Black,Good,https://auto.am/offer/2778892,2.0,240,4,AWD 4x4
Chevrolet,Trailblazer ,2004,5000.0,"Armenia, Aragatsotn",225000.0,SUV / Truck,Gasoline and gas,Automatic,Left,Black,Good,https://auto.am/offer/3038789,2.5,200,4,AWD 4x4
Opel,Vectra B ,1998,2000.0,"Armenia, Yerevan",310000.0,Sedan,Gas,Manual,Left,Black,Average,https://auto.am/offer/3040416,1.6,101,4,FWD
BMW,316,1993,2000.0,"Armenia, Yerevan",112211.0,Sedan,Gasoline,Manual,Left,Blue,Good,https://auto.am/offer/2992201,3.0,200,6,RWD
Nissan,Xterra ,2004,2000.0,"Armenia, Yerevan",145600.0,SUV / Truck,Gasoline,Automatic,Left,Green,Good,https://auto.am/offer/2824333,3.3,180,6,AWD 4x4
Opel,Corsa ,1995,2000.0,"Armenia, Yerevan",424590.0,Sedan,Gas,Manual,Left,Blue,Average,https://auto.am/offer/3035449,2.5,200,4,AWD 4x4
Nissan,Xterra ,2005,2000.0,"Armenia, Yerevan",210000.0,SUV / Truck,Gasoline,Manual,Left,Gray,Damaged,https://auto.am/offer/3035515,4.0,269,4,AWD 4x4
Opel,Vectra B ,1996,2000.0,"Armenia, Yerevan",248000.0,Sedan,Gasoline,Manual,Left,Green,Average,https://auto.am/offer/3036071,2.5,200,4,AWD 4x4
Smart,ForTwo ,1999,2000.0,"Armenia, Yerevan",176000.0,Hatchback,Gasoline,Automatic,Left,Black,Average,https://auto.am/offer/3034302,2.5,200,4,AWD 4x4
VAZ (Lada),2110,2002,2000.0,"Armenia, Lori",29000.0,Sedan,Gasoline,Manual,Left,Black,Average,https://auto.am/offer/3038712,1.7,200,4,AWD 4x4
Ford,Crown Victoria ,1999,2000.0,"Armenia, Yerevan",320000.0,Sedan,Gas,Automatic,Left,Green,Average,https://auto.am/offer/2719012,2.5,200,4,AWD 4x4
Chevrolet,Lanos ,2008,2000.0,"Armenia, Yerevan",164000.0,Sedan,Gas,Manual,Left,Blue,Average,https://auto.am/offer/3032774,2.5,200,4,AWD 4x4
Mercedes-Benz,G 63 AMG ,2020,198000.0,"Armenia, Yerevan",84000.0,SUV / Truck,Gasoline,Automatic,Left,Black,Excellent,https://auto.am/offer/3027095,4.0,585,8,AWD 4x4
